ID	Out101	Out102	Out103	On101	On102	On103	In101	In102	In103
OTU_896	1.0	1.0	5.0	4.0	2.0	2.0	1.0	0.0	0.0
OTU_523	1.0	2.0	3.0	6.0	8.0	1.0	1.0	0.0	2.0
OTU_1215	0.0	1.0	2.0	0.0	2.0	1.0	1.0	1.0	1.0
OTU_238	8.0	9.0	16.0	8.0	8.0	2.0	2.0	8.0	18.0
OTU_1179	2.0	2.0	1.0	1.0	0.0	0.0	1.0	3.0	1.0
OTU_352	6.0	2.0	2.0	2.0	2.0	0.0	2.0	9.0	5.0
OTU_519	2.0	2.0	1.0	4.0	4.0	0.0	1.0	0.0	1.0
OTU_173	8.0	1.0	8.0	5.0	4.0	11.0	4.0	3.0	6.0
OTU_483	3.0	2.0	1.0	4.0	4.0	5.0	4.0	0.0	4.0
OTU_1681	2.0	1.0	3.0	4.0	0.0	0.0	1.0	0.0	4.0
OTU_744	14.0	5.0	28.0	20.0	11.0	5.0	4.0	0.0	4.0
OTU_1075	1.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	2.0
OTU_1546	1.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0	0.0
OTU_763	0.0	2.0	2.0	0.0	1.0	0.0	3.0	1.0	3.0
OTU_721	0.0	1.0	0.0	4.0	5.0	2.0	2.0	2.0	2.0
OTU_1260	2.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
OTU_714	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
OTU_734	5.0	3.0	5.0	1.0	4.0	5.0	1.0	2.0	5.0
OTU_1602	0.0	2.0	1.0	1.0	3.0	3.0	2.0	0.0	4.0
OTU_654	1.0	0.0	3.0	0.0	2.0	3.0	1.0	1.0	1.0
OTU_724	1.0	1.0	1.0	1.0	4.0	1.0	1.0	0.0	2.0
OTU_236	3.0	4.0	7.0	4.0	8.0	6.0	2.0	4.0	6.0
OTU_1755	4.0	1.0	3.0	3.0	4.0	1.0	1.0	0.0	2.0
OTU_765	7.0	2.0	3.0	0.0	3.0	1.0	2.0	1.0	1.0
OTU_501	5.0	1.0	5.0	1.0	3.0	2.0	3.0	4.0	3.0
OTU_279	4.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	3.0
OTU_281	5.0	6.0	4.0	8.0	4.0	5.0	4.0	7.0	11.0
OTU_716	8.0	1.0	4.0	4.0	10.0	0.0	1.0	1.0	2.0
OTU_1218	1.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0
OTU_321	7.0	5.0	25.0	11.0	9.0	7.0	3.0	13.0	11.0
OTU_745	2.0	1.0	4.0	4.0	5.0	5.0	3.0	1.0	7.0
OTU_297	6.0	8.0	9.0	10.0	13.0	3.0	2.0	5.0	4.0
OTU_626	0.0	1.0	1.0	4.0	4.0	2.0	1.0	1.0	1.0
OTU_1127	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0
OTU_938	3.0	1.0	2.0	1.0	0.0	1.0	1.0	1.0	0.0
OTU_1115	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
OTU_672	0.0	0.0	6.0	0.0	1.0	1.0	1.0	0.0	1.0
OTU_456	12.0	9.0	15.0	15.0	19.0	11.0	3.0	13.0	8.0
OTU_1244	6.0	1.0	2.0	6.0	5.0	4.0	3.0	2.0	1.0
OTU_1053	1.0	2.0	1.0	2.0	2.0	0.0	1.0	1.0	2.0
OTU_1739	1.0	1.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0
OTU_516	2.0	1.0	6.0	9.0	9.0	7.0	1.0	2.0	1.0
OTU_341	5.0	0.0	7.0	7.0	9.0	7.0	1.0	2.0	3.0
OTU_1101	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0
OTU_574	4.0	1.0	4.0	10.0	7.0	3.0	1.0	3.0	2.0
OTU_1770	5.0	5.0	3.0	11.0	10.0	4.0	2.0	6.0	5.0
OTU_846	1.0	3.0	6.0	2.0	1.0	0.0	1.0	1.0	0.0
OTU_858	2.0	1.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0
OTU_1151	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU_1111	3.0	0.0	2.0	1.0	7.0	1.0	1.0	4.0	1.0
OTU_1132	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU_451	0.0	1.0	2.0	1.0	6.0	3.0	2.0	5.0	8.0
OTU_904	1.0	2.0	1.0	2.0	3.0	0.0	1.0	0.0	0.0
OTU_1018	1.0	1.0	2.0	1.0	3.0	0.0	2.0	3.0	8.0
OTU_377	8.0	1.0	11.0	8.0	12.0	7.0	3.0	8.0	1.0
OTU_1148	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU_1072	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU_402	5.0	2.0	7.0	1.0	6.0	4.0	1.0	1.0	2.0
OTU_1360	0.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
OTU_769	2.0	2.0	1.0	1.0	0.0	1.0	1.0	2.0	4.0
OTU_648	11.0	5.0	14.0	9.0	8.0	2.0	1.0	3.0	4.0
OTU_661	2.0	1.0	1.0	2.0	2.0	0.0	2.0	3.0	0.0
OTU_1200	0.0	1.0	1.0	1.0	2.0	3.0	1.0	0.0	1.0
OTU_1161	2.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
OTU_1665	3.0	1.0	2.0	1.0	1.0	2.0	3.0	1.0	1.0
OTU_1171	2.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	3.0
OTU_1166	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
OTU_226	8.0	2.0	10.0	6.0	4.0	2.0	3.0	5.0	8.0
OTU_1291	2.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
OTU_826	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
OTU_1762	0.0	0.0	1.0	1.0	0.0	1.0	2.0	2.0	2.0
OTU_630	2.0	0.0	3.0	1.0	2.0	1.0	1.0	4.0	4.0
OTU_1019	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	1.0
OTU_1518	1.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	1.0
OTU_1071	2.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	4.0
OTU_417	1.0	3.0	2.0	3.0	4.0	1.0	1.0	2.0	3.0
OTU_1674	0.0	1.0	2.0	3.0	0.0	1.0	1.0	1.0	0.0
OTU_1074	1.0	2.0	4.0	2.0	1.0	0.0	1.0	1.0	0.0
OTU_1294	3.0	0.0	4.0	0.0	2.0	1.0	1.0	0.0	4.0
OTU_288	7.0	8.0	6.0	10.0	22.0	14.0	4.0	10.0	14.0
OTU_910	1.0	7.0	5.0	3.0	0.0	3.0	1.0	1.0	0.0
OTU_1248	1.0	1.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0
OTU_982	2.0	0.0	5.0	3.0	1.0	1.0	1.0	0.0	3.0
OTU_848	5.0	1.0	0.0	2.0	2.0	1.0	2.0	2.0	2.0
OTU_1049	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	5.0
OTU_867	4.0	1.0	0.0	5.0	6.0	3.0	1.0	2.0	2.0
OTU_1564	0.0	0.0	1.0	2.0	0.0	1.0	1.0	3.0	2.0
OTU_1659	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0
OTU_512	0.0	2.0	3.0	1.0	3.0	2.0	1.0	2.0	2.0
OTU_1245	0.0	4.0	2.0	2.0	3.0	0.0	1.0	10.0	7.0
OTU_1415	4.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	1.0
OTU_1735	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0
OTU_1285	1.0	4.0	13.0	5.0	9.0	4.0	1.0	7.0	7.0
OTU_836	4.0	3.0	4.0	1.0	5.0	6.0	1.0	11.0	3.0
OTU_1539	0.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	4.0
OTU_792	3.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0
OTU_1657	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0
OTU_1656	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
OTU_376	2.0	0.0	0.0	4.0	3.0	2.0	2.0	2.0	7.0
OTU_900	3.0	0.0	2.0	4.0	2.0	4.0	1.0	2.0	1.0
OTU_1162	0.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0
OTU_754	1.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	2.0
OTU_1658	1.0	1.0	2.0	0.0	3.0	0.0	1.0	1.0	0.0
OTU_420	0.0	1.0	0.0	1.0	7.0	4.0	1.0	0.0	0.0
OTU_97	32.0	10.0	46.0	28.0	34.0	35.0	3.0	15.0	27.0
OTU_1036	0.0	0.0	2.0	1.0	2.0	1.0	2.0	1.0	3.0
OTU_1759	0.0	0.0	0.0	2.0	2.0	1.0	2.0	0.0	5.0
OTU_332	10.0	6.0	13.0	8.0	16.0	8.0	3.0	9.0	8.0
OTU_777	2.0	2.0	3.0	1.0	4.0	5.0	2.0	0.0	2.0
OTU_1460	2.0	2.0	1.0	2.0	3.0	3.0	1.0	7.0	5.0
OTU_1077	1.0	1.0	3.0	0.0	0.0	0.0	1.0	5.0	3.0
OTU_1627	2.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0
OTU_939	2.0	1.0	1.0	0.0	2.0	1.0	1.0	1.0	2.0
OTU_339	5.0	4.0	8.0	7.0	3.0	6.0	2.0	6.0	4.0
OTU_245	1.0	0.0	0.0	9.0	13.0	14.0	1.0	1.0	0.0
OTU_1090	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0
OTU_1160	1.0	2.0	1.0	3.0	4.0	1.0	2.0	2.0	0.0
OTU_254	7.0	5.0	17.0	11.0	12.0	2.0	1.0	5.0	11.0
OTU_1477	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	5.0
OTU_750	0.0	0.0	7.0	6.0	4.0	3.0	1.0	2.0	2.0
OTU_1425	5.0	2.0	6.0	4.0	3.0	3.0	1.0	0.0	3.0
OTU_1091	2.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
OTU_575	0.0	1.0	3.0	2.0	1.0	2.0	1.0	5.0	2.0
OTU_1103	2.0	1.0	3.0	0.0	1.0	0.0	2.0	3.0	3.0
OTU_500	4.0	4.0	5.0	2.0	6.0	3.0	3.0	4.0	7.0
OTU_874	1.0	2.0	2.0	0.0	4.0	2.0	1.0	1.0	4.0
OTU_1332	0.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0	1.0
OTU_1085	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0
OTU_441	3.0	3.0	10.0	6.0	8.0	3.0	1.0	2.0	7.0
OTU_384	2.0	1.0	0.0	18.0	21.0	16.0	1.0	1.0	3.0
OTU_773	6.0	2.0	5.0	2.0	7.0	2.0	2.0	1.0	2.0
OTU_1087	0.0	0.0	3.0	0.0	1.0	0.0	1.0	1.0	1.0
OTU_506	1.0	2.0	3.0	12.0	12.0	5.0	4.0	7.0	5.0
OTU_1123	1.0	0.0	1.0	2.0	2.0	0.0	1.0	0.0	1.0
OTU_1021	2.0	0.0	0.0	1.0	3.0	1.0	2.0	0.0	2.0
OTU_1451	3.0	1.0	3.0	1.0	1.0	4.0	1.0	2.0	3.0
OTU_1692	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU_1221	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0
OTU_587	3.0	2.0	4.0	5.0	5.0	2.0	2.0	5.0	6.0
OTU_642	1.0	1.0	1.0	9.0	10.0	6.0	2.0	3.0	4.0
OTU_1596	1.0	0.0	1.0	2.0	3.0	2.0	1.0	5.0	2.0
OTU_1619	1.0	0.0	3.0	5.0	2.0	1.0	1.0	0.0	0.0
OTU_758	0.0	1.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0
OTU_1397	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0
OTU_531	4.0	2.0	5.0	2.0	2.0	1.0	1.0	2.0	3.0
OTU_405	28.0	0.0	13.0	4.0	8.0	0.0	2.0	1.0	0.0
OTU_1140	0.0	1.0	1.0	2.0	3.0	3.0	1.0	1.0	1.0
OTU_426	2.0	3.0	16.0	8.0	8.0	5.0	1.0	8.0	7.0
OTU_1388	3.0	1.0	1.0	5.0	2.0	3.0	2.0	0.0	1.0
OTU_741	1.0	1.0	0.0	0.0	5.0	1.0	1.0	0.0	3.0
OTU_739	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	6.0
OTU_401	8.0	0.0	8.0	5.0	5.0	3.0	1.0	0.0	0.0
OTU_843	2.0	1.0	5.0	4.0	5.0	5.0	1.0	3.0	4.0
OTU_1331	1.0	1.0	3.0	1.0	4.0	1.0	1.0	5.0	3.0
OTU_1324	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU_1191	8.0	14.0	8.0	4.0	14.0	8.0	1.0	10.0	5.0
OTU_864	1.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	0.0
OTU_1092	2.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0
OTU_1682	0.0	0.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0
OTU_857	2.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
OTU_1685	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU_746	6.0	2.0	5.0	3.0	8.0	1.0	1.0	2.0	1.0
OTU_834	2.0	2.0	5.0	4.0	3.0	5.0	1.0	4.0	0.0
OTU_1187	2.0	0.0	6.0	2.0	3.0	2.0	1.0	2.0	3.0
OTU_1016	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0
OTU_1169	2.0	1.0	4.0	3.0	0.0	2.0	2.0	0.0	2.0
OTU_748	2.0	1.0	2.0	4.0	1.0	3.0	1.0	2.0	1.0
OTU_1450	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0
OTU_446	5.0	2.0	4.0	0.0	1.0	0.0	1.0	0.0	1.0
OTU_1337	0.0	0.0	4.0	0.0	1.0	1.0	2.0	0.0	0.0
OTU_784	7.0	1.0	1.0	1.0	4.0	3.0	2.0	1.0	3.0
OTU_1076	4.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	1.0
OTU_923	1.0	2.0	4.0	1.0	0.0	6.0	1.0	2.0	1.0
OTU_1625	0.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	1.0
OTU_365	1.0	2.0	4.0	6.0	6.0	2.0	2.0	3.0	3.0
OTU_782	3.0	1.0	6.0	1.0	1.0	0.0	2.0	4.0	2.0
OTU_437	5.0	2.0	7.0	3.0	5.0	1.0	1.0	4.0	8.0
OTU_1172	2.0	0.0	3.0	3.0	1.0	1.0	1.0	0.0	0.0
OTU_937	1.0	1.0	0.0	0.0	2.0	3.0	1.0	0.0	3.0
OTU_1510	1.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	1.0
OTU_422	4.0	5.0	5.0	1.0	2.0	3.0	2.0	3.0	5.0
OTU_1706	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
OTU_1006	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0
OTU_616	19.0	6.0	18.0	13.0	12.0	7.0	2.0	5.0	12.0
OTU_998	1.0	3.0	3.0	0.0	2.0	2.0	1.0	2.0	1.0
OTU_940	3.0	2.0	1.0	0.0	1.0	1.0	1.0	2.0	2.0
OTU_1408	0.0	1.0	2.0	2.0	2.0	3.0	1.0	3.0	6.0
OTU_1112	5.0	0.0	4.0	7.0	9.0	5.0	1.0	1.0	2.0
OTU_766	0.0	1.0	4.0	2.0	3.0	5.0	2.0	1.0	2.0
OTU_912	4.0	1.0	5.0	4.0	1.0	3.0	1.0	1.0	2.0
OTU_1626	0.0	1.0	1.0	3.0	0.0	1.0	1.0	0.0	1.0
OTU_831	2.0	0.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0
OTU_928	1.0	1.0	1.0	2.0	4.0	1.0	1.0	2.0	1.0
OTU_1634	3.0	1.0	0.0	3.0	0.0	2.0	3.0	7.0	6.0
OTU_880	12.0	8.0	5.0	3.0	4.0	3.0	1.0	1.0	1.0
OTU_891	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0
OTU_484	11.0	2.0	16.0	8.0	7.0	8.0	1.0	3.0	4.0
OTU_631	6.0	1.0	2.0	5.0	3.0	1.0	1.0	0.0	1.0
OTU_1155	0.0	0.0	0.0	0.0	5.0	1.0	1.0	0.0	0.0
OTU_1256	1.0	1.0	1.0	0.0	3.0	0.0	1.0	1.0	0.0
OTU_632	3.0	0.0	1.0	1.0	3.0	5.0	1.0	1.0	1.0
OTU_802	2.0	1.0	4.0	1.0	2.0	0.0	1.0	1.0	3.0
OTU_1629	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU_521	3.0	1.0	3.0	7.0	5.0	7.0	1.0	3.0	4.0
OTU_995	0.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0
OTU_791	1.0	0.0	3.0	2.0	2.0	4.0	2.0	1.0	3.0
OTU_1637	2.0	5.0	10.0	7.0	5.0	6.0	1.0	3.0	2.0
OTU_263	3.0	0.0	3.0	4.0	6.0	5.0	1.0	3.0	3.0
OTU_1017	2.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
OTU_1305	3.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0
OTU_1461	0.0	2.0	2.0	2.0	0.0	2.0	1.0	3.0	3.0
OTU_1650	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU_1352	3.0	1.0	6.0	4.0	4.0	1.0	1.0	3.0	1.0
OTU_1618	2.0	1.0	1.0	2.0	0.0	3.0	3.0	0.0	2.0
OTU_818	1.0	0.0	7.0	2.0	2.0	3.0	1.0	2.0	3.0
OTU_589	6.0	2.0	8.0	1.0	3.0	0.0	3.0	4.0	3.0
OTU_1192	4.0	1.0	1.0	0.0	7.0	1.0	1.0	1.0	6.0
OTU_309	1.0	1.0	5.0	0.0	3.0	0.0	1.0	0.0	5.0
OTU_549	7.0	1.0	5.0	4.0	8.0	4.0	1.0	0.0	2.0
OTU_1640	0.0	1.0	1.0	5.0	6.0	3.0	1.0	0.0	3.0
OTU_1351	2.0	2.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0
OTU_778	2.0	0.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0
OTU_533	1.0	0.0	0.0	6.0	1.0	2.0	1.0	2.0	7.0
OTU_1636	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0
OTU_909	1.0	4.0	2.0	3.0	3.0	3.0	1.0	2.0	2.0
OTU_1686	3.0	0.0	1.0	1.0	1.0	0.0	1.0	3.0	3.0
OTU_1635	1.0	0.0	2.0	1.0	4.0	0.0	1.0	4.0	1.0
OTU_1231	1.0	3.0	1.0	1.0	6.0	1.0	1.0	0.0	3.0
OTU_1638	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
OTU_1698	6.0	3.0	2.0	1.0	1.0	3.0	1.0	0.0	3.0
OTU_1632	0.0	0.0	0.0	1.0	4.0	2.0	1.0	0.0	1.0
OTU_1500	1.0	1.0	0.0	3.0	0.0	2.0	1.0	1.0	3.0
OTU_428	1.0	0.0	2.0	1.0	10.0	0.0	1.0	5.0	2.0
OTU_981	4.0	0.0	9.0	8.0	3.0	5.0	1.0	3.0	6.0
OTU_409	2.0	2.0	1.0	6.0	8.0	2.0	1.0	4.0	5.0
OTU_566	5.0	2.0	4.0	2.0	2.0	1.0	1.0	2.0	3.0
OTU_927	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	0.0
OTU_546	1.0	1.0	1.0	1.0	6.0	1.0	0.0	3.0	7.0
OTU_1003	0.0	3.0	3.0	5.0	6.0	2.0	0.0	4.0	1.0
OTU_1742	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
OTU_1281	3.0	2.0	3.0	4.0	2.0	0.0	0.0	1.0	0.0
OTU_495	8.0	7.0	10.0	11.0	13.0	13.0	0.0	4.0	8.0
OTU_1368	1.0	1.0	3.0	2.0	1.0	5.0	0.0	2.0	2.0
OTU_1704	2.0	4.0	2.0	3.0	2.0	5.0	0.0	1.0	6.0
OTU_852	2.0	0.0	3.0	0.0	2.0	2.0	0.0	2.0	3.0
OTU_788	3.0	4.0	7.0	1.0	10.0	5.0	0.0	4.0	8.0
OTU_1736	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0
OTU_1738	1.0	1.0	0.0	3.0	3.0	0.0	0.0	4.0	0.0
OTU_1737	3.0	0.0	5.0	1.0	0.0	0.0	0.0	2.0	1.0
OTU_869	1.0	2.0	4.0	3.0	2.0	0.0	0.0	1.0	0.0
OTU_1763	1.0	1.0	5.0	9.0	4.0	3.0	0.0	1.0	0.0
OTU_970	2.0	1.0	2.0	1.0	1.0	1.0	0.0	4.0	2.0
OTU_1766	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
OTU_710	3.0	0.0	3.0	2.0	4.0	3.0	0.0	1.0	1.0
OTU_1760	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0
OTU_1731	1.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0
OTU_1773	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
OTU_1325	3.0	1.0	6.0	3.0	5.0	3.0	0.0	3.0	3.0
OTU_1061	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0
OTU_1641	1.0	0.0	3.0	3.0	1.0	0.0	0.0	1.0	0.0
OTU_1678	7.0	1.0	9.0	4.0	3.0	0.0	0.0	3.0	0.0
OTU_752	1.0	1.0	4.0	1.0	2.0	0.0	0.0	1.0	7.0
OTU_1059	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0
OTU_1532	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	1.0
OTU_825	1.0	0.0	2.0	1.0	2.0	2.0	0.0	2.0	2.0
OTU_634	9.0	1.0	9.0	7.0	8.0	2.0	0.0	1.0	0.0
OTU_822	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	3.0
OTU_1756	1.0	0.0	0.0	3.0	2.0	2.0	0.0	2.0	0.0
OTU_1758	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0
OTU_1389	0.0	1.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0
OTU_1757	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0
OTU_514	2.0	3.0	7.0	4.0	4.0	2.0	0.0	5.0	3.0
OTU_1117	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0
OTU_1364	0.0	0.0	1.0	1.0	1.0	2.0	0.0	1.0	0.0
OTU_223	5.0	0.0	5.0	1.0	8.0	3.0	0.0	3.0	5.0
OTU_868	2.0	1.0	2.0	2.0	3.0	0.0	0.0	1.0	1.0
OTU_817	0.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	1.0
OTU_1098	0.0	0.0	1.0	2.0	2.0	1.0	0.0	1.0	2.0
OTU_1710	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OTU_889	0.0	1.0	2.0	1.0	4.0	1.0	0.0	1.0	2.0
OTU_670	6.0	1.0	12.0	6.0	3.0	0.0	0.0	3.0	4.0
OTU_1702	0.0	0.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0
OTU_1395	0.0	1.0	1.0	2.0	4.0	2.0	0.0	3.0	0.0
OTU_1026	2.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0
OTU_1709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
OTU_801	0.0	1.0	1.0	0.0	1.0	2.0	0.0	3.0	1.0
OTU_860	3.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
OTU_718	1.0	2.0	3.0	3.0	2.0	7.0	0.0	4.0	1.0
OTU_1699	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
OTU_621	9.0	3.0	17.0	10.0	7.0	5.0	0.0	3.0	3.0
OTU_1505	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0
OTU_1047	1.0	0.0	0.0	1.0	2.0	1.0	0.0	3.0	2.0
OTU_555	1.0	0.0	1.0	2.0	0.0	0.0	0.0	2.0	6.0
OTU_596	2.0	1.0	2.0	1.0	5.0	2.0	0.0	1.0	3.0
OTU_1728	3.0	0.0	4.0	0.0	1.0	2.0	0.0	1.0	2.0
OTU_1399	0.0	0.0	0.0	1.0	2.0	3.0	0.0	1.0	1.0
OTU_1538	0.0	1.0	1.0	1.0	1.0	1.0	0.0	5.0	1.0
OTU_945	5.0	2.0	2.0	2.0	1.0	1.0	0.0	5.0	1.0
OTU_564	5.0	4.0	8.0	4.0	1.0	5.0	0.0	3.0	6.0
OTU_924	4.0	2.0	5.0	3.0	0.0	3.0	0.0	2.0	1.0
OTU_1430	3.0	0.0	2.0	2.0	2.0	1.0	0.0	1.0	1.0
OTU_1038	0.0	1.0	1.0	0.0	4.0	3.0	0.0	1.0	0.0
OTU_1730	0.0	0.0	1.0	2.0	1.0	1.0	0.0	1.0	4.0
OTU_1655	2.0	1.0	0.0	3.0	0.0	2.0	0.0	2.0	2.0
OTU_1718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
OTU_1715	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0
OTU_1240	0.0	1.0	1.0	0.0	4.0	3.0	0.0	1.0	1.0
OTU_1723	3.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0
OTU_917	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0
OTU_610	1.0	0.0	2.0	1.0	1.0	2.0	0.0	1.0	0.0
OTU_1631	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0
OTU_1432	3.0	0.0	1.0	1.0	0.0	2.0	0.0	1.0	1.0
OTU_562	0.0	0.0	1.0	0.0	1.0	2.0	0.0	3.0	2.0
OTU_1508	2.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	1.0
OTU_1646	1.0	1.0	0.0	2.0	1.0	1.0	0.0	1.0	2.0
OTU_1511	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
OTU_694	3.0	0.0	0.0	1.0	2.0	1.0	0.0	1.0	0.0
OTU_1509	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0
OTU_667	3.0	0.0	5.0	4.0	3.0	2.0	0.0	3.0	2.0
OTU_1261	3.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0
OTU_827	0.0	0.0	3.0	3.0	2.0	1.0	0.0	1.0	2.0
OTU_1516	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
OTU_478	1.0	0.0	3.0	1.0	3.0	2.0	0.0	3.0	0.0
OTU_1236	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	2.0
OTU_1512	1.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0
OTU_1440	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0
OTU_1437	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0
OTU_1498	0.0	0.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0
